pre,post,broken,br,local,immediate,reason,status
"\Delta_{0,5}\mid \Psi_{0,3}",\bigl(\Gamma_{1}\;\Delta_{0}\;\Xi_{0}\bigr)\;\bigl(\Gamma_{1}\;\Delta_{0}\;\Psi_{0}\bigr),"\bigl(\Gamma_{1,1} \Delta_{0,3} \underline{\Xi_{0}}\bigr)\;\bigl(\Gamma_{1} \Delta_{0} \Psi_{0}\bigr)",\Xi_{0},left word,False,"need\;(\alpha^{-},\,1:\varepsilon^{+});\;\mathrm{avail}\;\Xi_{0,3}",break
"\Delta_{0,5}\mid \Xi_{0,3}",\bigl(\Gamma_{1}\;\Delta_{0}\;\Xi_{0}\bigr)\;\bigl(\Gamma_{1}\;\Delta_{0}\;\Pi_{0}\bigr),"\bigl(\Gamma_{1,1} \Delta_{0,3} \underline{\Xi_{0}}\bigr)\;\bigl(\Gamma_{1} \Delta_{0} \Pi_{0}\bigr)",\Xi_{0},left word,False,"need\;(\alpha^{-},\,1:\varepsilon^{+});\;\mathrm{avail}\;\Xi_{0,3}",break
"\Lambda_{0,5}\mid \Gamma_{0,3}",\bigl(\Gamma_{1}\;\Delta_{0}\;\Xi_{0}\bigr)\;\bigl(\Gamma_{1}\;\Delta_{0}\bigr),"\bigl(\Gamma_{1,1} \Delta_{0,3} \underline{\Xi_{0}}\bigr)\;\bigl(\Gamma_{1} \Delta_{0}\bigr)",\Xi_{0},left word,False,"need\;(\alpha^{-},\,1:\varepsilon^{+});\;\mathrm{avail}\;\Xi_{0,3}",break
"\Lambda_{0,5}\mid \Pi_{0,3}",\bigl(\Gamma_{1}\;\Delta_{0}\;\Xi_{0}\bigr)\;\bigl(\Gamma_{1}\;\Delta_{0}\;\Xi_{0}\bigr),"\bigl(\Gamma_{1,1} \Delta_{0,3} \underline{\Xi_{0}}\bigr)\;\bigl(\Gamma_{1} \Delta_{0} \Xi_{0}\bigr)",\Xi_{0},left word,False,"need\;(\alpha^{-},\,1:\varepsilon^{+});\;\mathrm{avail}\;\Xi_{0,3}",break
"\Lambda_{0,5}\mid \Psi_{0,3}",\bigl(\Gamma_{1}\;\Delta_{0}\;\Xi_{0}\bigr)\;\bigl(\Gamma_{1}\;\Delta_{0}\;\Psi_{0}\bigr),"\bigl(\Gamma_{1,1} \Delta_{0,3} \underline{\Xi_{0}}\bigr)\;\bigl(\Gamma_{1} \Delta_{0} \Psi_{0}\bigr)",\Xi_{0},left word,False,"need\;(\alpha^{-},\,1:\varepsilon^{+});\;\mathrm{avail}\;\Xi_{0,3}",break
"\Lambda_{0,5}\mid \Xi_{0,3}",\bigl(\Gamma_{1}\;\Delta_{0}\;\Xi_{0}\bigr)\;\bigl(\Gamma_{1}\;\Delta_{0}\;\Pi_{0}\bigr),"\bigl(\Gamma_{1,1} \Delta_{0,3} \underline{\Xi_{0}}\bigr)\;\bigl(\Gamma_{1} \Delta_{0} \Pi_{0}\bigr)",\Xi_{0},left word,False,"need\;(\alpha^{-},\,1:\varepsilon^{+});\;\mathrm{avail}\;\Xi_{0,3}",break
"\Pi_{0,3}\mid \Gamma_{0,3}",\bigl(\Gamma_{1}\;\Delta_{0}\;\Xi_{0}\bigr)\;\bigl(\Gamma_{1}\;\Delta_{0}\bigr),"\bigl(\Gamma_{1,1} \Delta_{0,3} \underline{\Xi_{0}}\bigr)\;\bigl(\Gamma_{1} \Delta_{0}\bigr)",\Xi_{0},left word,False,"need\;(\alpha^{-},\,1:\varepsilon^{+});\;\mathrm{avail}\;\Xi_{0,3}",break
"\Pi_{0,3}\mid \Pi_{0,3}",\bigl(\Gamma_{1}\;\Delta_{0}\;\Xi_{0}\bigr)\;\bigl(\Gamma_{1}\;\Delta_{0}\;\Xi_{0}\bigr),"\bigl(\Gamma_{1,1} \Delta_{0,3} \underline{\Xi_{0}}\bigr)\;\bigl(\Gamma_{1} \Delta_{0} \Xi_{0}\bigr)",\Xi_{0},left word,False,"need\;(\alpha^{-},\,1:\varepsilon^{+});\;\mathrm{avail}\;\Xi_{0,3}",break
"\Pi_{0,3}\mid \Psi_{0,3}",\bigl(\Gamma_{1}\;\Delta_{0}\;\Xi_{0}\bigr)\;\bigl(\Gamma_{1}\;\Delta_{0}\;\Psi_{0}\bigr),"\bigl(\Gamma_{1,1} \Delta_{0,3} \underline{\Xi_{0}}\bigr)\;\bigl(\Gamma_{1} \Delta_{0} \Psi_{0}\bigr)",\Xi_{0},left word,False,"need\;(\alpha^{-},\,1:\varepsilon^{+});\;\mathrm{avail}\;\Xi_{0,3}",break
"\Pi_{0,3}\mid \Xi_{0,3}",\bigl(\Gamma_{1}\;\Delta_{0}\;\Xi_{0}\bigr)\;\bigl(\Gamma_{1}\;\Delta_{0}\;\Pi_{0}\bigr),"\bigl(\Gamma_{1,1} \Delta_{0,3} \underline{\Xi_{0}}\bigr)\;\bigl(\Gamma_{1} \Delta_{0} \Pi_{0}\bigr)",\Xi_{0},left word,False,"need\;(\alpha^{-},\,1:\varepsilon^{+});\;\mathrm{avail}\;\Xi_{0,3}",break
